ID,MWS,Group,Database,Layer,Name,Provider,Level,Geocode,Type,Description,Download,geojson,Year,Title,Abstract,Data Type,Keywords,Geographic Extent,Scale,Temporal Coverage,Publication Date,Version,Data Provider,Contact Name,Email Address,Phone Number,Address,Data Source,Accuracy,Limitations,Resolution,Coordinate System,Datum,Vertical Datum,Access Constraints,Use Constraints,Data Format,File Size,Download Link,Process Steps,Metadata Creator,Metadata Date,Metadata Standard,Related Publications,Supplementary Info
109,MWS-007-1,Proposal,Minor Tanks Restoration,Provisional cost estimate of TSHDA tank rehabilitation,,IWMI-IWWRMP,Field,No,Text,,,,,Provisional cost estimate of TSHDA tank rehabilitation,Dataset represents Provisional cost estimate of TSHDA tank rehabilitation,Text,"Cost estimates, TSDHA tank, restoration, Sri Lanka",N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,CSV,,,,,,,,
110,MWS-007-1,Proposal,Minor Tanks Restoration,Implementation schedule of Hanthana Wewa restoration,,IWMI-IWWRMP,Field,No,Text,,,,,Implementation schedule of Hanthana Wewa restoration,Dataset represents Implementation schedule of Hanthana Wewa restoration,Text,"Implementation schedule, Hanthana weva",N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,CSV,,,,,,,,
111,MWS-007-1,Proposal,Minor Tanks Restoration,Implementation schedule of TSHDA Tank,,IWMI-IWWRMP,Field,No,Text,,,,,Implementation schedule of TSHDA Tank,Dataset represents Implementation schedule of TSHDA Tank,Text,"Implementation schedule, TSDHA tank",N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,CSV,,,,,,,,
112,MWS-007-1,Proposal,Water Resource Management,Numbers of proposals related to water source protection,,IWMI-IWWRMP,Field,No,Text,,,,,Numbers of proposals related to water source protection,Dataset represents Numbers of proposals related to water source protection,Text,"Water source protection, Proposed activities",N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,CSV,,,,,,,,
113,MWS-007-1,Proposal,Water Resource Management,Domestic water supply proposals,,IWMI-IWWRMP,Field,No,Text,,,,,Domestic water supply proposals,Dataset represents Domestic water supply proposals,Text,"Domestic water supply, Proposed activities",N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,CSV,,,,,,,,
114,MWS-007-1,Proposal,Water Resource Management,Irrigation related proposals,,IWMI-IWWRMP,Field,No,Text,,,,,Irrigation related proposals,Dataset represents Irrigation related proposals,Text,"Irrigation, Proposed activities",N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,CSV,,,,,,,,
115,MWS-007-1,Proposal,Water Resource Management,Cost estimate of domestic water supply and water source protection-related proposals,,IWMI-IWWRMP,Field,No,Text,,,,,Cost estimate of domestic water supply and water source protection-related proposals,Dataset represents Cost estimate of domestic water supply and water source protection-related proposals,Text,"Cost estimates, Domestic water supply, Water source protection ",N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,CSV,,,,,,,,
116,MWS-007-1,Proposal,Water Resource Management,Cost estimate of minor irrigation related proposals with locations,,IWMI-IWWRMP,Field,No,Text,,,,,Cost estimate of minor irrigation related proposals with locations,Dataset represents Cost estimate of minor irrigation related proposals with locations,Text,"Cost estimates, Minor tanks, Restoration",N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,CSV,,,,,,,,
117,MWS-007-1,Proposal,Water Quality Improvement,Key activities proposed for water quality improvement in MWS-003,,IWMI-IWWRMP,Field,No,Text,,,,,Key activities proposed for water quality improvement in MWS-003,Dataset represents Key activities proposed for water quality improvement in MWS-003,Text,"Water quality imporvements, Proposed activities",N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,CSV,,,,,,,,
118,MWS-007-1,Proposal,Stream Reservation,Stream bank protection proposals,,IWMI-IWWRMP,Field,No,Text,,,,,Stream bank protection proposals,Dataset represents Stream bank protection proposals,Text,"Stream bank protection, Proposals",N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,CSV,,,,,,,,
119,MWS-007-1,Proposal,Stream Reservation,Brief description of legal provisions,,IWMI-IWWRMP,Field,No,Text,,,,,Brief description of legal provisions,Dataset represents Brief description of legal provisions,Text,"Legal provisions, Sri Lanka",N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,CSV,,,,,,,,
120,MWS-007-1,Proposal,Stream Reservation,Specimen estimates for the proposed protection types of stream reservation by replanting selected tree species,,IWMI-IWWRMP,Field,No,Text,,,,,Specimen estimates for the proposed protection types of stream reservation by replanting selected tree species,Dataset represents Specimen estimates for the proposed protection types of stream reservation by replanting selected tree species,Text,"Estimates, Tree species, Stream reservation protection",N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,CSV,,,,,,,,
121,MWS-007-1,Proposal,Stream Reservation,Total Cost Estimate for Stream Reservation Proposals,,IWMI-IWWRMP,Field,No,Text,,,,,Total Cost Estimate for Stream Reservation Proposals,Dataset represents Total Cost Estimate for Stream Reservation Proposals,Text,"Cost estimates, Streak reservation proposals",N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,CSV,,,,,,,,
122,MWS-007-1,Proposal,Product and Entrepreneurships Developments,Packaging and transport of agricultural produce,,IWMI-IWWRMP,Field,No,Text,,,,,Packaging and transport of agricultural produce,Dataset represents Packaging and transport of agricultural produce,Text,"Agricultural products, Packaging, Transportation",N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,CSV,,,,,,,,
123,MWS-007-1,Proposal,Product and Entrepreneurships Developments,Potential for tourism development and promotion in the area,,IWMI-IWWRMP,Field,No,Text,,,,,Potential for tourism development and promotion in the area,Dataset represents Potential for tourism development and promotion in the area,Text,"Tourism, Development",N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,CSV,,,,,,,,
124,MWS-007-1,Proposal,Product and Entrepreneurships Developments,Cost estimates and Time frame,,IWMI-IWWRMP,Field,No,Text,,,,,Cost estimates and Time frame,Dataset represents Cost estimates and Time frame,Text,"Cost estimates, Time frame",N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,CSV,,,,,,,,
125,MWS-007-1,Proposal,Forest Management,Key stakeholders of Forest lands,,IWMI-IWWRMP,Field,No,Text,,,,,Key stakeholders of Forest lands,Dataset represents Key stakeholders of Forest lands,Text,"Stakeholders, Forests",N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,CSV,,,,,,,,
126,MWS-007-1,Proposal,Forest Management,Forest lands in MWS-003,,IWMI-IWWRMP,Field,No,Text,,,,,Forest lands in MWS-003,Dataset represents Forest lands in MWS-003,Text,Forests,N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,CSV,,,,,,,,
127,MWS-007-1,Proposal,Forest Management,HEPA within MWS-003,,IWMI-IWWRMP,Field,No,Text,,,,,HEPA within MWS-003,Dataset represents HEPA within MWS-003,Text,HEPA,N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,CSV,,,,,,,,
128,MWS-007-1,Proposal,Forest Management,Vegetation cover vs population in MWS-003,,IWMI-IWWRMP,Field,No,Text,,,,,Vegetation cover vs population in MWS-003,Dataset represents Vegetation cover vs population in MWS-003,Text,"Vegetation cover, Population",N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,CSV,,,,,,,,
129,MWS-007-1,Proposal,Forest Management,The details of cost to be incurred to establish boundary posts and fire belts,,IWMI-IWWRMP,Field,No,Text,,,,,The details of cost to be incurred to establish boundary posts and fire belts,Dataset represents The details of cost to be incurred to establish boundary posts and fire belts,Text,"Cost estimates, Boundary establishment, Fire belts",N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,CSV,,,,,,,,
130,MWS-007-1,Proposal,Forest Management,Costing of the proposed activities for 18-acre block of land,,IWMI-IWWRMP,Field,No,Text,,,,,Costing of the proposed activities for 18-acre block of land,Dataset represents Costing of the proposed activities for 18-acre block of land,Text,"Cost estimates, Forests",N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,CSV,,,,,,,,
131,MWS-007-1,Proposal,Tea Land Management,Key stakeholders of Tea lands,,IWMI-IWWRMP,Field,No,Text,,,,,Key stakeholders of Tea lands,Dataset represents Key stakeholders of Tea lands,Text,"Stakeholders, Tea lands",N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,CSV,,,,,,,,
132,MWS-007-1,Proposal,Tea Land Management,Details of Tea Landholdings,,IWMI-IWWRMP,Field,No,Text,,,,,Details of Tea Landholdings,Dataset represents Details of Tea Landholdings,Text,Tea lands,N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,CSV,,,,,,,,
133,MWS-007-1,Proposal,Tea Land Management,Details of land extents of Tea smallholdings (Source: TSHDA database),,IWMI-IWWRMP,Field,No,Text,,,,,Details of land extents of Tea smallholdings (Source: TSHDA database),Dataset represents Details of land extents of Tea smallholdings (Source: TSHDA database),Text,"Extents, Small tea lands",N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,CSV,,,,,,,,
134,MWS-007-1,Proposal,Tea Land Management,Proposed Five-year Plan-MWS-003,,IWMI-IWWRMP,Field,No,Text,,,,,Proposed Five-year Plan-MWS-003,Dataset represents Proposed Five-year Plan-MWS-003,Text,"Five-year plan, development",N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,CSV,,,,,,,,
135,MWS-007-1,Proposal,Tea Land Management,Estimated cost to be incurred for planting one hectare of tea lands,,IWMI-IWWRMP,Field,No,Text,,,,,Estimated cost to be incurred for planting one hectare of tea lands,Dataset represents Estimated cost to be incurred for planting one hectare of tea lands,Text,"Cost estimates, Tea planting",N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,CSV,,,,,,,,
136,MWS-007-1,Proposal,Tea Land Management,Total estimated cost of production for the five-year period,,IWMI-IWWRMP,Field,No,Text,,,,,Total estimated cost of production for the five-year period,Dataset represents Total estimated cost of production for the five-year period,Text,"Cost estimates, Production",N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,CSV,,,,,,,,
137,MWS-007-1,Proposal,Livelihood Improvement,Potential value-added production,,IWMI-IWWRMP,Field,No,Text,,,,,Potential value-added production,Dataset represents Potential value-added production,Text,Value-added products,N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,CSV,,,,,,,,
138,MWS-007-1,Proposal,Livelihood Improvement,Insurance service providers,,IWMI-IWWRMP,Field,No,Text,,,,,Insurance service providers,Dataset represents Insurance service providers,Text,Insuarance services,N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,CSV,,,,,,,,
139,MWS-007-1,Proposal,Livelihood Improvement,Cost estimation of livelihood development activities,,IWMI-IWWRMP,Field,No,Text,,,,,Cost estimation of livelihood development activities,Dataset represents Cost estimation of livelihood development activities,Text,"Cost estimates, Livelihood development",N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,CSV,,,,,,,,
140,MWS-007-1,Proposal,Livelihood Improvement,Timeframe for the implementation,,IWMI-IWWRMP,Field,No,Text,,,,,Timeframe for the implementation,Dataset represents Timeframe for the implementation,Text,"Time frame, Implementation",N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,CSV,,,,,,,,
141,MWS-007-1,Proposal,Training and Capacity Development,Contents of the agriculture productivity improvement training,,IWMI-IWWRMP,Field,No,Text,,,,,Contents of the agriculture productivity improvement training,Dataset represents Contents of the agriculture productivity improvement training,Text,"Agriculture productivity, Improvement",N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,CSV,,,,,,,,
142,MWS-007-1,Proposal,Training and Capacity Development,Recommended training programs for Livelihood development and marketing,,IWMI-IWWRMP,Field,No,Text,,,,,Recommended training programs for Livelihood development and marketing,Dataset represents Recommended training programs for Livelihood development and marketing,Text,"Training programs, Livelihood development, Marketing",N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,CSV,,,,,,,,
143,MWS-007-1,Proposal,Training and Capacity Development,Expenditure Estimate for training programs,,IWMI-IWWRMP,Field,No,Text,,,,,Expenditure Estimate for training programs,Dataset represents Expenditure Estimate for training programs,Text,"Cost estimates, Training programs",N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,CSV,,,,,,,,
144,MWS-007-1,Product,Map,Overview map,,IWMI-IWWRMP,Derive,No,Image,,,,,Overview map,The map represents an overview of the watershed.,Image,"Overview, Map",N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,JPG,,,,,,,,
145,MWS-007-1,Product,Map,Min watershed index map,,IWMI-IWWRMP,Derive,No,Image,,,,,Min watershed index map,The map represents the indexed watersheds of the area.,Image,"Mini watershed, Index, Map",N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,JPG,,,,,,,,
146,MWS-007-1,Product,Map,Boundary demarcated Google map.,,IWMI-IWWRMP,Derive,No,Image,,,,,Boundary demarcated Google map.,A google map representing the boundaries.,Image,"Demarcated boundary, Google map",N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,JPG,,,,,,,,
147,MWS-007-1,Product,Map,Administrative Boundary map,,IWMI-IWWRMP,Derive,No,Image,,,,,Administrative Boundary map,The map indicates the administrative boundaries of the area.,Image,"Administrative boundary, Map",N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,JPG,,,,,,,,
148,MWS-007-1,Product,Map,Stream network map,,IWMI-IWWRMP,Derive,No,Image,,,,,Stream network map,Stream network of the area is being represented in this map.,Image,"Stream network, Map",N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,JPG,,,,,,,,
149,MWS-007-1,Product,Map,Road network map,,IWMI-IWWRMP,Derive,No,Image,,,,,Road network map,The road network of the area is represented in this map.,Image,"Road network, Map",N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,JPG,,,,,,,,
150,MWS-007-1,Product,Map,Building map,,IWMI-IWWRMP,Derive,No,Image,,,,,Building map,This map represents the buildings and builtup area within the MWS.,Image,"Buildings, Map",N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,JPG,,,,,,,,
151,MWS-007-1,Product,Map,Land Use map,,IWMI-IWWRMP,Derive,No,Image,,,,,Land Use map,The land use of the area is represented in this map.,Image,"Land Use, Map",N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,JPG,,,,,,,,
152,MWS-007-1,Product,Map,Forest map,,IWMI-IWWRMP,Derive,No,Image,,,,,Forest map,This map represents the forest within the MWS.,Image,"Forests, Map",N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,JPG,,,,,,,,
153,MWS-007-1,Product,Map,Elevation map,,IWMI-IWWRMP,Derive,No,Image,,,,,Elevation map,This map represents the elevation distribution within the MWS.,Image,"Elevation, Map",N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,JPG,,,,,,,,
154,MWS-007-1,Product,Map,Slope map,,IWMI-IWWRMP,Derive,No,Image,,,,,Slope map,This map represents the slopes within the MWS.,Image,"Slope, Map",N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,JPG,,,,,,,,
155,MWS-007-1,Product,Map,Soil map,,IWMI-IWWRMP,Derive,No,Image,,,,,Soil map,This map indicates the different soil classes within the MWS.,Image,"Soil, Map",N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,JPG,,,,,,,,
156,MWS-007-1,Product,Map,Argo-ecological zone map,,IWMI-IWWRMP,Derive,No,Image,,,,,Argo-ecological zone map,The agro-ecological zones of the area is represented in this map.,Image,"Agro-ecological zones, Map",N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,JPG,,,,,,,,
157,MWS-007-1,Product,Map,Rainfall map,,IWMI-IWWRMP,Derive,No,Image,,,,,Rainfall map,This map represents the rainfall station data within the MWS.,Image,"Rainfall, Map",N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,JPG,,,,,,,,
158,MWS-007-1,Product,Map,Soil erosion hazard map.,,IWMI-IWWRMP,Derive,No,Image,,,,,Soil erosion hazard map.,This map represent the soil erosion hazard zones in the MWS.,Image,"Soil erosion hazard, Map",N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,JPG,,,,,,,,
159,MWS-007-1,Product,Map,Temperature map,,IWMI-IWWRMP,Derive,No,Image,,,,,Temperature map,The temperature variation of the MWS is indicated in the map.,Image,"Temperature, Map",N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,JPG,,,,,,,,
160,MWS-007-1,Product,Map,Evaporation map,,IWMI-IWWRMP,Derive,No,Image,,,,,Evaporation map,The evaporation of the area is represented in this map.,Image,"Evaporation, Map",N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,JPG,,,,,,,,
161,MWS-007-1,Product,Map,Population density map,,IWMI-IWWRMP,Derive,No,Image,,,,,Population density map,The map indicate the population density of the area.,Image,"Population density, Map",N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,JPG,,,,,,,,
162,MWS-007-1,Product,Map,Travel map /Archaeology site map,,IWMI-IWWRMP,Derive,No,Image,,,,,Travel map /Archaeology site map,Travelling/ Archeological and other tourist attractions within the area is represented in this map.,Image,"Travelling, Archeological sites, Map",N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,JPG,,,,,,,,
163,MWS-007-1,Product,Map,Landslide hazard map,,IWMI-IWWRMP,Derive,No,Image,,,,,Landslide hazard map,The landslide hazard zones within the area is represented in this map.,Image,"Landslides, Map",N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,JPG,,,,,,,,
164,MWS-007-1,Product,Report,Watershed managment plan,,IWMI-IWWRMP,Derive,No,Text,,,,,Watershed managment plan,The proposed watershed management plan is documented in this report.,Text,Wateshed management,N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,Word Document,,,,,,,,
165,MWS-007-1,Product,Annex,Map atlas,,IWMI-IWWRMP,Derive,No,Text,,,,,Map atlas,The map atlas include all the maps prepared for the area.,Text,Map,N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,Word Document,,,,,,,,
166,MWS-007-1,Product,Annex,annex2,,IWMI-IWWRMP,Derive,No,Text,,,,,annex2,,Text,Annexture,N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,Word Document,,,,,,,,
167,MWS-007-1,Product,Annex,annex3,,IWMI-IWWRMP,Derive,No,Text,,,,,annex3,,Text,Annexture,N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,Word Document,,,,,,,,
168,MWS-007-1,Product,Annex,GCP committee ,,IWMI-IWWRMP,Field,No,Text,,,,,GCP committee ,This annexture include the GCP committee structure and members within the MWS.,Text,GCP Committee,N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,Excel ,,,,,,,,
169,MWS-007-1,Product,Statistic,List of GND,,IWMI-IWWRMP,Derive,No,Text,,,,,List of GND,The list of GNDs relevant to the MWS.,Text,GND,N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,CSV,,,,,,,,
170,MWS-007-1,Product,Statistic,Land Cover Statistic,,IWMI-IWWRMP,Derive,No,Text,,,,,Land Cover Statistic,Land cover statistical data of the area.,Text,"Land cover, Statistics",N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,CSV,,,,,,,,
171,MWS-007-1,Product,Statistic,Forest Cover Statistic,,IWMI-IWWRMP,Derive,No,Text,,,,,Forest Cover Statistic,Forest cover statistical data of the area.,Text,"Forest cover, Statistics",N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,CSV,,,,,,,,
172,MWS-007-1,Product,Statistic,Climate statistic,,IWMI-IWWRMP,Derive,No,Text,,,,,Climate statistic,"The climate Climate, Statisticss relevanmate to the MWS.",Text,"Climate, Statistics",N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,CSV,,,,,,,,
173,MWS-007-1,Product,Photo,Photo,,IWMI-IWWRMP,Derive,No,Image,,,,,Photos,The photo database of each location with proposed improvement plan.,Image,Photos,N/A,,,,,International Water Management Institute - Integrated Watershed and Water Resource Management Project,,,,,,,,,SLD99 Sri Lanka Grid 1999,Sri Lanka Datum 1999,,,,JPG,,,,,,,,
,UMW,,,List of stakeholders,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
